Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,,,,,
January 2014,Yaala Health Centre,3,0,46,,,,,,,,1,,1,,,,1,,2,2,7,,,12,,9,,,,,,
January 2014,Jeyiri CHPS,,,24,,,,,,,,,,,,,,2,,,,,,,6,,8,,,,,,
January 2014,Kataa CHPS,,,7,,,,,,,,,,,,,,,,,,,,,3,,11,,,,,,
January 2014,Kpaglahi CHPS,,,17,,,,,,,,,,,,,,,,,,,,,32,,39,,,,,,
January 2014,Goripie CHPS,,,10,,,,,,,,,,,,,,,,,,,,,12,,21,,,,,,
January 2014,Ducie CHPS,,,38,,,,,,,,,,,,,,1,,2,,,,,9,,9,,,,,,
January 2014,Holomuni Health Centre,,,56,,,,,,,,,,,2,,,7,,1,,,,,38,,40,,,,,,
January 2014,Goh CHPS,,,13,,,,,,,,,,,,,,,,,,,,,9,,11,,,,,,
January 2014,Manwe CHPS,,,38,,,,,,,,,,1,,,,,,1,,,,,,,21,,,,,,
January 2014,Funsi Health Centre,13,0,90,,,,,,,,13,,7,15,1,,13,,5,,1,,,52,,49,,,,,,
January 2014,Buffiamah CHPS,,,25,,,,,,,,,,,,,,1,,1,,,,,10,,22,,,,,,
January 2014,Danyawkura CHPS,,,6,,,,,,,,,,,,,,4,,1,,,,,4,,,,,,,,
January 2014,Katua CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Duu West,,,13,,,,,,,,,,1,,,,,,5,1,,,,,,8,,,,,,
January 2014,Naaha Health Center,6,0,50,,,,,,,,,,,,,,1,,3,,,,,36,,48,,,,,,
January 2014,Loggu Health Centre,8,0,66,,,,,,,,,,16,11,4,,4,,6,,1,,,31,,45,,,,,,
January 2014,Kulkpong CHPS,,,41,,,,,,,,,,,,,,,,,,,,,11,,18,,,,,,
January 2014,Kundungu Health Centre,4,0,34,,,,,,,,,,,1,,,4,,,,1,,,6,,18,,,,,,
January 2014,Samuel Seidu Memorial Clinic,,,42,,,,,,,,,,23,1,,,,,8,,,,,28,,35,,,,,,
January 2014,Biitenge CHPS,,,24,,,,,,,,,,,,,,,,,,,,,11,,8,,,,,,
February 2014,Bulenga Health Centre,30,0,109,,,,,2,,,34,32,38,11,1,,8,,8,3,,,,92,,84,,,,,,
February 2014,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Yaala Health Centre,3,0,40,,,,,,,,1,1,3,3,,,7,,,5,3,,,33,,15,2,,,,,
February 2014,Jeyiri CHPS,,,19,,,,,,,,,,,,,,,,1,,,,,2,,3,2,,,,,
February 2014,Kataa CHPS,,,8,,,,,,,,,,,,,,,,,,,,,18,,14,,,,,,
February 2014,Kpaglahi CHPS,,,9,,,,,,,,,,2,,,,,,1,,,,,14,,16,,,,,,
February 2014,Goripie CHPS,,,8,,,,,,,,,,1,,,,,,,,,,,13,,14,,,,,,
February 2014,Ducie CHPS,,,34,,,,,,,,,,,,,,1,,,,,,,2,,4,,,,,,
February 2014,Holomuni Health Centre,,,47,,,,,1,,,,,,,,,3,,7,,,,,27,,30,,,,,,
February 2014,Goh CHPS,,,7,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,,
February 2014,Manwe CHPS,,,34,,,,,,,,,,1,,,,1,,10,,,,,9,,22,,,,,,
February 2014,Funsi Health Centre,5,0,92,,,2,,,,,,,4,,,,7,,3,,5,,,58,12,49,2,,,,,
February 2014,Buffiamah CHPS,,,21,,,,,,,,,,,,,,,,,,,,,12,,22,,,,,,
February 2014,Danyawkura CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Katua CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Duu West,,,15,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,
February 2014,Naaha Health Center,9,0,53,,,,,1,,,,,,,,,1,,2,,,,,19,,30,,,,,,
February 2014,Loggu Health Centre,6,0,99,,,,,,,,,,5,12,1,,4,,3,3,,,,92,,79,5,,,,,
February 2014,Kulkpong CHPS,,,38,,,,,3,,,,,,,,,,,,,,,,9,,7,3,,,,,
February 2014,Kundungu Health Centre,2,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Samuel Seidu Memorial Clinic,,,39,,,,,,,,,,17,,,,3,,7,1,,,,14,,37,4,,,,,
February 2014,Biitenge CHPS,,,16,,,,,,,,,,,,,,,,,,,,,19,,8,,,,,,
March 2014,Bulenga Health Centre,13,0,127,,,4,,2,2,,,,42,12,,,17,,7,6,,,,104,,70,5,,,,,
March 2014,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,
March 2014,Yaala Health Centre,5,0,35,,,2,2,,,,2,,,,,,2,,2,5,8,,,8,,17,5,,,,,
March 2014,Jeyiri CHPS,,,24,,,,,,,,,,,,,,1,,1,3,,,,10,,,,,,,,
March 2014,Kataa CHPS,,,12,,,1,,,,,,,2,,,,,,,,,,,2,,12,,,,,,
March 2014,Kpaglahi CHPS,,,6,,,,,,,,,,,,,,,,3,,,,,15,,17,,,,,,
March 2014,Goripie CHPS,,,7,,,,,,,,,,,,,,,,2,4,,,,9,,23,2,,,,,
March 2014,Ducie CHPS,,,36,,,,,,,,,,,,,,,,,4,,,,6,,3,,,,,,
March 2014,Holomuni Health Centre,,,36,,,,,,,,,,,1,,,6,,6,2,,,,9,,18,3,,,,,
March 2014,Goh CHPS,,,14,,,,,,,,,,,,,,,,,,,,,11,,17,1,,,,,
March 2014,Manwe CHPS,,,21,,,,,,,,,,,,2,,2,,3,,,,,3,,19,1,,,,,
March 2014,Funsi Health Centre,17,0,90,,,,,,,,1,,2,2,,,10,,4,,6,,,25,8,52,3,,,,,
March 2014,Buffiamah CHPS,,,20,,,,,,,,,,,,,,,,1,,,,,11,,19,,,,,,
March 2014,Danyawkura CHPS,,,5,,,,,,,,,,,,,,,,,,,,,4,,17,,,,,,
March 2014,Katua CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Duu West,,,25,,,,,,,,,,1,,,,,,3,,,,,4,,4,,,,,,
March 2014,Naaha Health Center,5,0,34,,,,,,,,,,,,,,1,,3,,,,,11,,26,1,,,,,
March 2014,Loggu Health Centre,16,0,100,,,,,,,,,,10,5,,,6,,5,4,,,,25,,48,,,,,,
March 2014,Kulkpong CHPS,,,22,,,,,,,,,,,,,,,,,,,,,1,,9,,,,,,
March 2014,Kundungu Health Centre,3,0,28,,,,,,,,,,,,,,5,,2,1,19,,,9,,15,2,,,,,
March 2014,Samuel Seidu Memorial Clinic,,,34,,,,,2,,,,,19,1,,,,,2,1,,,,10,,12,1,,,,,
March 2014,Biitenge CHPS,,,27,,,,,,,,,,,,,,,,,1,,,,9,,2,,,,,,
April 2014,Bulenga Health Centre,25,0,158,,,,,,,,,,42,13,1,,13,,8,4,,,,106,,75,,,,,,
April 2014,Chaggupaani CHPS,,,4,,,,,,,,,,,,,,1,,1,,,,,1,,8,,,,,,
April 2014,Yaala Health Centre,6,0,37,,,,,,,,,,6,1,,,5,,2,7,5,,,5,,8,1,,,,,
April 2014,Jeyiri CHPS,,,32,,,,,,,,,,,,,,3,,7,,,,,11,,22,,,,,,
April 2014,Kataa CHPS,2,0,17,,,,,,1,,,,1,,,,1,,,,,,,5,,13,,,,,,
April 2014,Kpaglahi CHPS,,,3,,,,,,,,,,1,,,,,,,,,,,2,,5,,,,,,
April 2014,Goripie CHPS,,,11,,,,,,,,,,,,,,2,,3,1,,,,4,,11,2,,,,,
April 2014,Ducie CHPS,,,43,,,,,,,,,,,,,,2,,1,1,,,,6,,8,,,,,,
April 2014,Holomuni Health Centre,2,0,35,,,,,,,,,,,,,,2,,10,,,,,10,,27,,,,,,
April 2014,Goh CHPS,,,15,,,,,,,,,,,,,,1,,1,,,,,5,,16,,,,,,
April 2014,Manwe CHPS,1,0,31,,,3,,,2,,,,,,,,4,,4,,,,,4,,14,3,,,,,
April 2014,Funsi Health Centre,20,0,65,,,,,,,2,3,,3,8,,,3,,5,,4,,,22,,26,,,,,,
April 2014,Buffiamah CHPS,,,22,,,,,,,,,,,,,,1,,,,,,,14,,,,,,,,
April 2014,Danyawkura CHPS,,,6,,,,,,,,,,2,,,,4,,,,,,,5,,14,,,,,,
April 2014,Katua CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Duu West,,,12,,,,,,,,,,1,,,,2,,4,,1,,,1,,4,,,,,,
April 2014,Naaha Health Center,5,0,49,,,1,,,,,,,,,7,,8,,,,1,,,5,,12,,,,,,
April 2014,Loggu Health Centre,16,0,58,,,1,,,,,,,13,8,,,11,,12,6,,,,29,,32,10,,,,,
April 2014,Kulkpong CHPS,,,33,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
April 2014,Kundungu Health Centre,8,0,24,,,,,,,,3,,6,8,,,6,,11,1,8,,,22,,36,2,,,,,
April 2014,Samuel Seidu Memorial Clinic,,,44,,,,,,,,,,16,1,,,5,,3,,,,,6,,15,,,,,,
April 2014,Biitenge CHPS,,,17,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,,
May 2014,Bulenga Health Centre,20,0,170,,,,,,,,32,,23,15,,,5,,11,3,4,,,72,,62,,,,,,
May 2014,Chaggupaani CHPS,,,4,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
May 2014,Yaala Health Centre,16,0,31,,,2,,,,,16,,3,,,,5,,,2,11,,,12,,13,,,,,,
May 2014,Jeyiri CHPS,1,0,36,,,,,,,1,1,,3,,,,3,,9,,,,,31,,20,,,,,,
May 2014,Kataa CHPS,1,0,21,,,1,,,1,,,,,,,,,,,,,,,10,,14,,,,,,
May 2014,Kpaglahi CHPS,,,9,,,,,,,,,,,,,,1,,3,,1,,,8,,18,,,,,,
May 2014,Goripie CHPS,,,18,,,1,,2,,,,,,1,,,3,,6,,,,,11,,39,,,,,,
May 2014,Ducie CHPS,,,38,,,,,,,,,,1,,,,1,,2,,,,,11,,7,,,,,,
May 2014,Holomuni Health Centre,3,0,29,,,,,1,,,,,,2,,,9,,12,,1,,,21,,29,,,,,,
May 2014,Goh CHPS,,,10,,,,,,,,,,,,,,,,,,,,,6,,11,,,,,,
May 2014,Manwe CHPS,,,20,,,2,,,,,,,,,,,2,,2,,,,,3,,22,,,,,,
May 2014,Funsi Health Centre,1,0,43,,,,,,,,7,,1,15,,,7,,7,,1,,,67,1,2,,,,,,
May 2014,Buffiamah CHPS,,,21,,,,,,,,,,,,,,,,,,,,,24,,22,,,,,,
May 2014,Danyawkura CHPS,,,8,,,,,,,,,,1,,,,5,,,,,,,5,,,,,,,,
May 2014,Katua CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2014,Duu West,1,0,14,,,1,,1,,,,,,,,,,,,,,,,2,,2,,,,,,
May 2014,Naaha Health Center,6,0,45,,,2,,,,,,,,,23,,,,8,,1,,,42,,27,,,,,,
May 2014,Loggu Health Centre,16,0,97,,,2,,,,,,,13,9,,,7,,12,11,,,,28,,27,,,,,,
May 2014,Kulkpong CHPS,,,22,,,,,1,,,,,,,,,,,1,,,,,1,,10,,,,,,
May 2014,Kundungu Health Centre,7,0,29,,,,,1,,,,,1,,,,6,,2,,6,,,10,,17,,,,,,
May 2014,Samuel Seidu Memorial Clinic,,,27,,,,,,,,,,11,,,,1,,4,1,,,,5,,9,,,,,,
May 2014,Biitenge CHPS,,,35,,,,,,,,1,,1,,,,,,1,,,,,13,,7,,,,,,
June 2014,Bulenga Health Centre,14,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Chaggupaani CHPS,,,7,,,,,,,,,,,,,,1,,1,3,,,,6,,5,,,,,,
June 2014,Yaala Health Centre,7,0,29,,2,1,1,,,,4,,3,,,,6,,2,2,13,,,11,,9,,,,,,
June 2014,Jeyiri CHPS,1,0,22,,,,,,,1,,,,,,,1,,,1,,,,33,,24,,,,,,
June 2014,Kataa CHPS,1,0,19,,,,,1,1,,,,,2,,,5,,1,2,,,,34,,36,,,,,,
June 2014,Kpaglahi CHPS,,,12,,,,,,,,,,,,,,,,,,,,,21,,22,,,,,,
June 2014,Goripie CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Ducie CHPS,,,25,,,,,,,,,,,,,,,,,,,,,3,,5,,,,,,
June 2014,Holomuni Health Centre,3,0,28,,,,,,,,,,1,2,,,7,,6,1,1,,,22,,22,,,,,,
June 2014,Goh CHPS,,,10,,,,,,,,,,,,,,,,,,,,,1,,7,,,,,,
June 2014,Manwe CHPS,2,0,24,,,1,,,4,1,,,1,,,,1,,3,,,,,4,,25,,,,,,
June 2014,Funsi Health Centre,2,0,52,,,,,,,,4,,7,10,,,3,,9,1,4,,,150,,76,,,,,,
June 2014,Buffiamah CHPS,,,17,,,,,,,,,,,,,,,,,,,,,8,,24,,,,,,
June 2014,Danyawkura CHPS,,,6,,,,,,,,,,1,,,,3,,,,,,,4,,17,,,,,,
June 2014,Katua CHPS,,,18,,,1,,1,,,,,,2,,,5,,1,2,,,,34,,36,,,,,,
June 2014,Duu West,1,0,16,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,,
June 2014,Naaha Health Center,9,0,50,,,1,,2,,,,,,,,,,,2,,1,,,18,,41,,,,,,
June 2014,Loggu Health Centre,18,0,98,,,1,,,,,,,,12,,,10,,9,11,1,,,40,,28,,,,,,
June 2014,Kulkpong CHPS,1,0,39,,,,,1,,,,,,,,,2,,,,,,,11,,7,,,,,,
June 2014,Kundungu Health Centre,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Samuel Seidu Memorial Clinic,,,33,,,,,2,,,,,7,1,,,2,,2,,,,,5,,10,,,,,,
June 2014,Biitenge CHPS,,,14,,,,,,,,,,,,,,,,1,,,,,14,,5,,,,,,
July 2014,Bulenga Health Centre,12,0,168,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
July 2014,Chaggupaani CHPS,,,6,,,,,,,,,,,,,,,,,,,,,2,,11,,,,,,
July 2014,Yaala Health Centre,3,0,34,,,1,,,,,,,7,,,,1,,2,3,8,,,7,,11,,,,,,
July 2014,Jeyiri CHPS,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2014,Kataa CHPS,,,16,,,1,,1,,1,,,1,,,,,,,,,,,,,11,,,,,,
July 2014,Kpaglahi CHPS,,,6,,,,,,,,,,,,,,,,,,,,,2,,18,,,,,,
July 2014,Goripie CHPS,,,18,,,,,,,,,,,,,,1,,7,,,,,9,,30,,,,,,
July 2014,Ducie CHPS,,,24,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
July 2014,Holomuni Health Centre,,,20,,,,,,,,,,,,1,,,,2,2,,,,20,,36,,,,,,
July 2014,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,,,,2,,18,,,,,,
July 2014,Manwe CHPS,,,25,,,,,,,,,,1,,,,1,,,,,,,1,,37,,,,,,
July 2014,Funsi Health Centre,7,0,61,,,,,,,,,3,,23,,,5,,2,,1,,,110,,95,,,,,,
July 2014,Buffiamah CHPS,,,20,,,,,,,,,,,,,,,,1,,,,,18,,14,,,,,,
July 2014,Danyawkura CHPS,,,,,,,,,,,,,,,,,6,,3,,,,,8,,25,,,,,,
July 2014,Katua CHPS,,,15,,,1,,,,,,,,,,,,,1,,,,,8,,25,,,,,,
July 2014,Duu West,,,15,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,
July 2014,Naaha Health Center,6,0,50,,,,,,,,,,,1,,,1,,2,,,,,12,,66,,,,,,
July 2014,Loggu Health Centre,13,0,76,,,,,,,,,,,5,,,5,,5,,3,,,34,,113,1,,,,,
July 2014,Kulkpong CHPS,,,27,,,,,,,,,,,,,,,,,,,,,6,,34,,,,,,
July 2014,Kundungu Health Centre,3,0,34,,,,,,,,,,2,1,,,2,,2,,9,,,7,,6,,,,,,
July 2014,Samuel Seidu Memorial Clinic,,,27,,,,,,,,,,15,,,,1,,1,1,,,,7,,8,,,,,,
July 2014,Biitenge CHPS,,,15,,,,,,,,,,,,,,,,,,,,,6,,21,,,,,,
August 2014,Bulenga Health Centre,13,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2014,Chaggupaani CHPS,,,7,,,,,1,,,,,,,,,,,1,,,,,4,,29,,,,,,
August 2014,Yaala Health Centre,7,0,41,,,,,,,1,,,15,,1,,2,,,2,8,,,9,,10,,,,,,
August 2014,Jeyiri CHPS,,,26,,,,,,,,,,,,,,,,,,,,,15,,32,,,,,,
August 2014,Kataa CHPS,,,16,,,1,,,,,,,2,,,,,,,,,,,,,11,,,,,,
August 2014,Kpaglahi CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
August 2014,Goripie CHPS,,,24,,,,1,,,,,,,,,,1,,,,,,,6,,27,,,,,,
August 2014,Ducie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2014,Holomuni Health Centre,1,0,26,,,,,1,,,,,3,,,,5,,2,,1,,,16,,53,,,,,,
August 2014,Goh CHPS,,,6,,,,,,,,,,,,,,,,,,,,,2,,34,,,,,,
August 2014,Manwe CHPS,,,26,,,,,,,,,,1,,,,,,1,,,,,3,,61,,,,,,
August 2014,Funsi Health Centre,10,0,56,,,,,,,,,,11,15,,,,,,,,,,38,,74,,,,,,
August 2014,Buffiamah CHPS,,,21,,,,,,,,,,,,,,,,,,,,,4,,30,,,,,,
August 2014,Danyawkura CHPS,,,14,,,,,,,,,,1,,,,6,,,,,,,,,21,,,,,,
August 2014,Katua CHPS,,,15,,,,,,,,,,,,,,2,,6,,,,,6,,27,,,,,,
August 2014,Duu West,1,0,10,,,,,,,,,,2,,,,,,1,,2,,,1,,12,,,,,,
August 2014,Naaha Health Center,7,0,38,,,,,,,,,,,,,,4,,1,,,,,11,,54,,,,,,
August 2014,Loggu Health Centre,13,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2014,Kulkpong CHPS,,,34,,,,,2,,,,,,,,,,,,,,,,2,,15,,,,,,
August 2014,Kundungu Health Centre,1,0,34,,,1,,,,,,,1,1,1,,,,1,1,7,,,9,,37,,,,,,
August 2014,Samuel Seidu Memorial Clinic,,,21,,,,,,,,,,31,1,,,,,3,2,,,,5,,15,,,,,,
August 2014,Biitenge CHPS,,,11,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,
September 2014,Bulenga Health Centre,19,0,125,,,,,,,,,,,,,,7,,23,2,,,,,,,,,,,,
September 2014,Chaggupaani CHPS,,,12,,,,,,,,,,,,,,,,,,,,,8,,36,,,,,,
September 2014,Yaala Health Centre,7,0,28,,,,,,,,,4,5,,,,5,,3,,6,,,9,,38,,,,,,
September 2014,Jeyiri CHPS,1,0,30,,,,,,,,,,,,,,3,,6,1,,,,12,,41,,,,,,
September 2014,Kataa CHPS,,,12,,,,,,,,,,,,,,,,4,,,,,2,,18,,,,,,
September 2014,Kpaglahi CHPS,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
September 2014,Goripie CHPS,,,23,,,,,,,,,,,,,,,,1,,,,,2,,67,,,,,,
September 2014,Ducie CHPS,,,10,,,,,,,,,,,,,,,,,,,,,15,,24,,,,,,
September 2014,Holomuni Health Centre,3,0,22,,,,,,,,,,,,,,4,,3,,,,,22,,94,,,,,,
September 2014,Goh CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
September 2014,Manwe CHPS,,,17,,,1,,,,,,,,,,,,,3,,,,,,,57,,,,,,
September 2014,Funsi Health Centre,7,0,62,,,,,,,,,,17,18,,,2,,3,,4,,,45,,113,,,,,,
September 2014,Buffiamah CHPS,,,6,,,,,,,,,,,,,,,,,,,,,1,,42,,,,,,
September 2014,Danyawkura CHPS,,,4,,,,,,,,,,,,,,,,1,2,,,,5,,9,,,,,,
September 2014,Katua CHPS,,,15,,,,,,,,,,,,,,2,,4,,,,,7,,72,,,,,,
September 2014,Duu West,,,12,,,,,,,,,,,1,,,,,2,,2,,,4,,19,,,,,,
September 2014,Naaha Health Center,2,0,29,,,,,,,,,,,,,,2,,,,1,,,23,,87,,,,,,
September 2014,Loggu Health Centre,18,0,85,,,,,,,,,,12,8,,,5,,4,1,,,,51,,120,,,,,,
September 2014,Kulkpong CHPS,,,28,,,,,,,,,,,,,,,,5,,,,,45,,18,,,,,,
September 2014,Kundungu Health Centre,3,0,33,,,,,,,,,,,,,,4,,1,1,7,,,6,,41,,,,,,
September 2014,Samuel Seidu Memorial Clinic,,,28,,,,,3,,,,,33,,,,3,,5,,,,,12,,12,,,,,,
September 2014,Biitenge CHPS,,,13,,,,,,,,,,,,,,,,,1,,,,4,,10,,,,,,
October 2014,Bulenga Health Centre,23,0,64,,,1,,,,,11,,56,11,,,12,,10,,1,,,106,,182,,,,,,
October 2014,Chaggupaani CHPS,,,10,,,1,,,,,,,,,,,1,,1,,,,,10,,40,,,,,,
October 2014,Yaala Health Centre,6,0,18,,,,,,,,,54,,,,,2,,1,3,6,,,26,,90,,,,,,
October 2014,Jeyiri CHPS,,,36,,,,,,,,,,,,,,3,,3,3,,,,29,,63,,,,,,
October 2014,Kataa CHPS,,,10,,,3,,,1,,,,1,,,,,,,,,,,2,,29,,,,,,
October 2014,Kpaglahi CHPS,,,3,,,,,,,,,,,,,,,,,,,,,1,,16,,,,,,
October 2014,Goripie CHPS,,,20,,,,,,,,,,,,,,1,,1,,,,,15,,46,,,,,,
October 2014,Ducie CHPS,,,22,,,,,,,,,,,,,,1,,2,1,,,,37,,42,,,,,,
October 2014,Holomuni Health Centre,,,30,,,,,1,,,,,7,,,,2,,1,,,,,14,,67,,,,,,
October 2014,Goh CHPS,,,8,,,,,,,,,,,,,,,,,,,,,2,,37,,,,,,
October 2014,Manwe CHPS,2,0,30,,,,,,,2,,,3,,,,2,,7,,,,,2,,53,,,,,,
October 2014,Funsi Health Centre,9,0,64,,,,,,,,,,5,14,,,2,,6,,5,,,87,,157,,,,,,
October 2014,Buffiamah CHPS,,,21,,,,,,,,,,,,,,,,1,2,,,,3,,79,,,,,,
October 2014,Danyawkura CHPS,1,0,14,,,,,,,,,,1,,,,,,,,,,,10,,24,,,,,,
October 2014,Katua CHPS,,,11,,,,,,,,,,,,,,1,,,,,,,10,,59,,,,,,
October 2014,Duu West,,,7,,,,,,,,,,,,,,1,,1,,,,,7,,12,,,,,,
October 2014,Naaha Health Center,5,0,30,,,,,,,,,,,,1,,1,,5,,,,,20,,95,,,,,,
October 2014,Loggu Health Centre,14,0,63,,,,,,,,,,7,,,,4,2,2,,,,,59,,157,,,,,,
October 2014,Kulkpong CHPS,,,21,,,,,,,,,,,,,,,,1,,,,,20,,35,,,,,,
October 2014,Kundungu Health Centre,3,0,28,,,,,,,,,,,1,,,3,,5,,9,,,14,,57,,,,,,
October 2014,Samuel Seidu Memorial Clinic,,,29,,,,,,,,,,46,,,,4,,5,,,,,7,,19,,,,,,
October 2014,Biitenge CHPS,,,15,,,,,,,,,,,,,,2,,2,,,,,9,,33,,,,,,
November 2014,Bulenga Health Centre,,,,,,,,,,,6,,34,17,,,16,,8,,3,,,93,,96,,,,,,
November 2014,Chaggupaani CHPS,,,,,,,,,,,,,,,,,1,,4,,,,,8,,39,,,,,,
November 2014,Yaala Health Centre,,,,,,,,,,,,35,2,,,,9,,1,3,2,,,17,,75,,,,,,
November 2014,Jeyiri CHPS,,,25,,,,,,,,,,,,,,,,2,,,,,24,,49,,,,,,
November 2014,Kataa CHPS,,,,,,,,,,,,,,,,,2,,,,,,,,,12,,,,,,
November 2014,Kpaglahi CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
November 2014,Goripie CHPS,,,22,,,,,1,,,,,,,,,1,,1,,,,,7,,13,,,,,,
November 2014,Ducie CHPS,,,,,,,,,,,,,1,2,,,1,,4,1,,,,38,,20,,,,,,
November 2014,Holomuni Health Centre,4,0,23,,,1,,,,,,,1,,,,3,,6,,,,,24,,52,,,,,,
November 2014,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,,,,6,,19,,,,,,
November 2014,Manwe CHPS,,,27,,,,,1,,,,,,,,,,,3,,,,,,,36,,,,,,
November 2014,Funsi Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Buffiamah CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Danyawkura CHPS,2,0,11,,,,,11,,,,,,,,,1,,,,,,,3,,24,,,,,,
November 2014,Katua CHPS,,,15,,,,,1,,,,,,,,,1,,2,,,,,8,,34,,,,,,
November 2014,Duu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Naaha Health Center,,,4,,,,,,,,,,,,,,,,2,,1,,,24,,47,,,,,,
November 2014,Loggu Health Centre,11,0,33,,,2,,,1,,,,12,12,,,22,,,,,,,40,,123,13,,,,,
November 2014,Kulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,16,,33,,,,,,
November 2014,Kundungu Health Centre,,,,,,,,,,,,,,1,,,,,,,2,,,39,,,,,,,,
November 2014,Samuel Seidu Memorial Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Biitenge CHPS,,,18,,,,,,,,,,,,,,,,,,,,,11,,15,,,,,,
December 2014,Bulenga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Yaala Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Jeyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kataa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kpaglahi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Ducie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Holomuni Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Goh CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Manwe CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Funsi Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Buffiamah CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Danyawkura CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Duu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Naaha Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Loggu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kundungu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
